K,ARsize,FoldChange
178.944240652673,(0.19000332101212117+0j),4.5600000000000005
181.667511006926,(0.18715509345368747+0j),4.57
184.435640218474,(0.18434614893154677+0j),4.58
187.249440872384,(0.18157597609688955+0j),4.59
190.109741454128,(0.1788440704823324+0j),4.6
193.017386681121,(0.17614993438995472+0j),4.609999999999999
195.973237841571,(0.17349307678166917+0j),4.62
198.978173140797,(0.1708730131718597+0j),4.63
202.033088055204,(0.16828926552223863+0j),4.640000000000001
205.138895694063,(0.16574136213888177+0j),4.65
208.296527169324,(0.1632288375713598+0j),4.66
211.506931973603,(0.16075123251394585+0j),4.67
214.771078366553,(0.158308093708836+0j),4.68
218.089953769823,(0.1558989738513327+0j),4.6899999999999995
221.464565170785,(0.15352343149695544+0j),4.7
224.895939535244,(0.15118103097042246+0j),4.71
228.385124229348,(0.14887134227646365+0j),4.720000000000001
231.933187450898,(0.14659394101242224+0j),4.73
235.541218670283,(0.14434840828260345+0j),4.74
239.210329081277,(0.1421343306143264+0j),4.75
242.941652061908,(0.1399512998756423+0j),4.76
246.736343645648,(0.13779891319468265+0j),4.77
250.595583003183,(0.13567677288058264+0j),4.78
254.520572934962,(0.1335844863459743+0j),4.79
258.512540374839,(0.1315216660309807+0j),4.800000000000001
262.572736905025,(0.1294879293286956+0j),4.8100000000000005
266.702439282631,(0.12748289851211067+0j),4.82
270.902949978099,(0.1255062006624466+0j),4.83
275.175597725743,(0.12355746759887666+0j),4.84
279.521738086757,(0.12163633580958622+0j),4.85
283.942754024928,(0.11974244638415757+0j),4.859999999999999
288.440056495393,(0.117875444947235+0j),4.87
293.015085046728,(0.11603498159344898+0j),4.88
297.669308436695,(0.11422071082357071+0j),4.890000000000001
302.404225261960,(0.11243229148186402+0j),4.900000000000001
307.221364602140,(0.1106693866946101+0j),4.91
312.122286678481,(0.1089316638097798+0j),4.92
317.108583527573,(0.10721879433781903+0j),4.93
322.181879690373,(0.10553045389354328+0j),4.9399999999999995
327.343832917012,(0.10386632213908129+0j),4.95
332.596134887673,(0.10222608272787884+0j),4.96
337.940511949949,(0.1006094232497216+0j),4.970000000000001
343.378725873124,(0.09901603517674742+0j),4.980000000000001
348.912574619701,(0.09744561381044653+0j),4.99
354.543893134657,(0.09589785822960624+0j),5.0
