4.318671555478332258e-01,4.729731163497722934e-01,5.454395340252095048e-01,5.122629006333355717e-01,5.133142625727289410e-01,5.435432543529510330e-01,4.916597313613283449e-01,5.142181011314994610e-01,5.310397518482470325e-01,5.305964125968184453e-01,5.266799305069829185e-01,5.312658105084858695e-01,5.361635688889623275e-01
4.081287646330565844e-01,4.568967786225441863e-01,5.173923088403422632e-01,4.908676941959917439e-01,4.918493341361336313e-01,5.222102263752655960e-01,4.760355341302248688e-01,4.968197988213184368e-01,5.085044865854564389e-01,5.081834898701260705e-01,5.067910315278401079e-01,5.071370757976576549e-01,5.131225132269705558e-01
4.174485723641568335e-01,4.689202604547603181e-01,5.429871303546831562e-01,5.106058871967777968e-01,5.095219788415710216e-01,5.386721256220134979e-01,4.890332331326610604e-01,5.131213389832720573e-01,5.272607745691182402e-01,5.245033189375848393e-01,5.245459398000315021e-01,5.264888076350251467e-01,5.322103244998206417e-01
4.215385295649671793e-01,4.723352906852604227e-01,5.411832410149270967e-01,5.161278658477812531e-01,5.125640933682477085e-01,5.418235129244662884e-01,4.939344044980264470e-01,5.160720638732794185e-01,5.292147294749168784e-01,5.281756013747808121e-01,5.260040541334431996e-01,5.290855581432003518e-01,5.359934264882687538e-01
4.056085573939464672e-01,4.507691849600277134e-01,5.153812480701217558e-01,4.932774031880833854e-01,4.981196207501616402e-01,5.201072736429328547e-01,4.737107456118582194e-01,4.959628838258409167e-01,5.108903287167038121e-01,5.043892663292911527e-01,5.073300548151972178e-01,5.090062243715292034e-01,5.149275491410032490e-01
3.929963988011264675e-01,4.326432527044306031e-01,4.944477980723703814e-01,4.712470576000520883e-01,4.733569589217739848e-01,5.021051485631271571e-01,4.561226527742122672e-01,4.754818302627060178e-01,4.868406266209159838e-01,4.819996699093161974e-01,4.873960676592521968e-01,4.839351899364423559e-01,4.905615029540466576e-01
4.165632156559961330e-01,4.580140503173949496e-01,5.285216928739097098e-01,4.983748960593532007e-01,4.984693611994781559e-01,5.267743476368942357e-01,4.863035459951711714e-01,5.015030784305911649e-01,5.146609695889730052e-01,5.133669970274825634e-01,5.113729004734890449e-01,5.152493376381330759e-01,5.215485000045122499e-01
4.149335114814300951e-01,4.579925241950685288e-01,5.270031612732143378e-01,4.978158981928474947e-01,4.993622297304393109e-01,5.275895502255284475e-01,4.853649947735667602e-01,5.085935935157699372e-01,5.162165798445167431e-01,5.111626913270713723e-01,5.118480020017308618e-01,5.142778041383435639e-01,5.229007201309551212e-01
4.153310478055666777e-01,4.596171029397146390e-01,5.310975266319518662e-01,5.037252813856782918e-01,5.030218490659424946e-01,5.322851794886686028e-01,4.857285052857642227e-01,5.088043111735591761e-01,5.265539770026418376e-01,5.164563368484811345e-01,5.164331114710538628e-01,5.202818511486214659e-01,5.255396322474660264e-01
4.035503518083141672e-01,4.521103778730215517e-01,5.166710765324240562e-01,4.930732633688363897e-01,4.911696280259867375e-01,5.212948189524523324e-01,4.712051533238168499e-01,4.938977686166187708e-01,5.092119723756729499e-01,5.136993934173776921e-01,5.082507873758742578e-01,5.056204439023231911e-01,5.120758416989948936e-01
4.311300923884933134e-01,4.819639540862442062e-01,5.535799486639862987e-01,5.228583908544535142e-01,5.227921413686004160e-01,5.504024045514295249e-01,4.994722616384699165e-01,5.227775360875311916e-01,5.402308608447283778e-01,5.378220323914834067e-01,5.376356110105727781e-01,5.397464551587684012e-01,5.446365793289449364e-01
4.253028228499601271e-01,4.782445828764688711e-01,5.486455269980617944e-01,5.176817660981116731e-01,5.183113841402646749e-01,5.491817194704953220e-01,4.990710337205142566e-01,5.214013980925698011e-01,5.362236453308086848e-01,5.329982494453042730e-01,5.314347135735736360e-01,5.371128115148906534e-01,5.416932197431774121e-01
4.240671906464381635e-01,4.712318910930620164e-01,5.424985861827344991e-01,5.122767574660946899e-01,5.134793157789255824e-01,5.415587668969426005e-01,4.949776488239782668e-01,5.153753745207262371e-01,5.303393509066580691e-01,5.276347685357166695e-01,5.273913242817814817e-01,5.300850828247667401e-01,5.383579123745730888e-01
